,Name,locus_tag,headon,gene_lookup
840,yfjO,BSU08020,0,830
841,yfzA,BSU08029,0,831
842,dusC,BSU08030,0,832
843,yfjM,BSU08040,0,833
844,yfjL,BSU08050,0,834
845,acoA,BSU08060,0,835
846,acoB,BSU08070,0,836
847,acoC,BSU08080,0,837
848,acoL,BSU08090,0,838
849,acoR,BSU08100,0,839
850,sspH,BSU08110,0,840
851,yfjF,BSU08120,1,841
852,yfjE,BSU08130,1,842
853,yfjD,BSU08140,1,843
854,yfjC,BSU08150,1,844
855,yfjB,BSU08160,1,845
856,yfjA,BSU08170,1,846
857,malA,BSU08180,0,847
858,malR,BSU08190,0,848
859,malP,BSU08200,0,849
860,malQ,BSU08210,0,850
861,yfiC,BSU08220,0,851
862,catD,BSU08230,0,852
863,catE,BSU08240,0,853
864,yfiF,BSU08250,0,854
865,yfiG,BSU08260,0,855
866,yfiH,BSU08270,0,856
867,yfiI,BSU08280,0,857
868,yfiJ,BSU08290,0,858
869,yfiK,BSU08300,0,859
870,yfiL,BSU08310,0,860
871,yfiM,BSU08320,0,861
872,yfiN,BSU08330,0,862
873,padR,BSU08340,1,863
874,estB,BSU08350,0,864
875,yfiQ,BSU08360,0,865
876,yfiR,BSU08370,1,866
877,yfiS,BSU08380,1,867
878,yfiT,BSU08390,0,868
879,yfiU,BSU08400,1,869
880,yfiV,BSU08410,1,870
881,mprF,BSU08425,0,871
882,yfiY,BSU08440,1,872
883,yfiZ,BSU08450,0,873
884,yfhA,BSU08460,0,874
885,yfhB,BSU08470,0,875
886,yfhC,BSU08480,0,876
887,yfhD,BSU08490,1,877
888,yfhE,BSU08500,1,878
889,yfhF,BSU08510,1,879
890,recX,BSU08520,0,880
891,yfhH,BSU08530,0,881
892,yfhI,BSU08540,0,882
893,sspK,BSU08550,1,883
894,yfhJ,BSU08560,0,884
895,yfhK,BSU08570,0,885
896,yfhL,BSU08580,0,886
897,yfhM,BSU08590,0,887
898,csbB,BSU08600,0,888
899,yfhO,BSU08610,0,889
900,yfhP,BSU08620,1,890
901,yfhQ,BSU08630,0,891
902,yfhS,BSU08640,1,892
903,fabL,BSU08650,0,893
904,sspE,BSU08660,0,894
905,ygaB,BSU08670,0,895
906,ygaC,BSU08680,0,896
907,ygaD,BSU08690,0,897
908,ygaE,BSU08700,1,898
909,gsaB,BSU08710,1,899
910,ygaF,BSU08720,0,900
911,perR,BSU08730,0,901
912,ygzB,BSU08740,1,902
913,ygxA,BSU08750,0,903
914,trnD-Ser,BSU_tRNA_30,0,4283
915,trnD-Trp,BSU_tRNA_38,0,4284
916,trnD-Cys,BSU_tRNA_42,0,4285
917,trnD-Leu2,BSU_tRNA_44,0,4286
918,spo0M,BSU08760,1,904
919,ygzA,BSU08770,0,905
920,ygzC,BSU08779,1,906
921,ygaJ,BSU08780,0,907
922,,BSU_misc_RNA_11,0,4232
923,thiC,BSU08790,0,908
924,ygaK,BSU08800,1,909
925,senS,BSU08810,0,910
926,katA,BSU08820,1,911
927,ssuB,BSU08830,0,912
928,ssuA,BSU08840,0,913
929,ssuC,BSU08850,0,914
930,ssuD,BSU08860,0,915
931,ygaN,BSU08870,0,916
932,rpsNB,BSU08880,0,917
933,ygaO,BSU08890,1,918
934,ygzD,BSU08899,1,919
935,yhzB,BSU08900,1,920
936,yhbA,BSU08910,0,921
937,yhbB,BSU08920,0,922
938,cspR,BSU08930,0,923
939,yhbD,BSU08940,0,924
940,yhbE,BSU08950,0,925
941,yhbF,BSU08960,0,926
942,prkA,BSU08970,0,927
943,yhbH,BSU08980,0,928
944,yhbI,BSU08990,0,929
945,yhbJ,BSU09000,0,930
946,yhcA,BSU09010,0,931
947,yhcB,BSU09020,0,932
948,yhcC,BSU09030,0,933
949,yhcD,BSU09040,0,934
950,yhcE,BSU09050,0,935
951,yhcF,BSU09060,0,936
952,yhcG,BSU09070,0,937
953,yhcH,BSU09080,0,938
954,yhcI,BSU09090,0,939
955,cspB,BSU09100,1,940
956,yhcJ,BSU09110,0,941
957,yhcK,BSU09120,1,942
958,tcyP,BSU09130,0,943
959,yhcM,BSU09140,1,944
960,yhcN,BSU09150,0,945
961,yhcO,BSU09165,0,946
962,yhcQ,BSU09180,1,947
963,yhcR,BSU09190,0,948
964,yhcS,BSU09200,0,949
965,yhcT,BSU09210,1,950
966,yhcU,BSU09220,0,951
967,yhcV,BSU09230,0,952
968,yhcW,BSU09240,0,953
969,yhcX,BSU09250,0,954
970,yhzG,BSU09259,0,955
971,yhxA,BSU09260,0,956
972,glpP,BSU09270,0,957
973,glpF,BSU09280,0,958
974,glpK,BSU09290,0,959
975,glpD,BSU09300,0,960
976,pgcA,BSU09310,0,961
977,yhcY,BSU09320,0,962
978,yhcZ,BSU09330,0,963
979,yhdA,BSU09340,0,964
980,yhdB,BSU09350,1,965
981,yhdC,BSU09360,0,966
982,lytF,BSU09370,1,967
983,nsrR,BSU09380,1,968
984,ygxB,BSU09390,1,969
985,spoVR,BSU09400,0,970
986,phoA,BSU09410,1,971
987,lytE,BSU09420,0,972
988,citR,BSU09430,1,973
989,citA,BSU09440,0,974
990,yhdF,BSU09450,0,975
991,ctrA,BSU09460,0,976
992,yhdH,BSU09470,0,977
993,yhdI,BSU09480,1,978
994,yhdJ,BSU09490,0,979
995,yhdK,BSU09500,1,980
996,yhdL,BSU09510,1,981
997,sigM,BSU09520,1,982
998,yhdN,BSU09530,0,983
999,plsC,BSU09540,0,984
1000,yhdP,BSU09550,1,985
1001,cueR,BSU09560,1,986
1002,yhdR,BSU09570,0,987
1003,yhdT,BSU09590,0,988
1004,crcBA,BSU09600,1,989
1005,yhdV,BSU09610,1,990
1006,yhdW,BSU09620,1,991
1007,yhdX,BSU09630,0,992
1008,yhdY,BSU09640,0,993
1009,yhdZ,BSU09650,0,994
1010,yheN,BSU09660,1,995
1011,dat,BSU09670,0,996
1012,nhaC,BSU09680,1,997
1013,nhaX,BSU09690,1,998
1014,yheJ,BSU09700,0,999
1015,yheI,BSU09710,0,1000
1016,yheH,BSU09720,0,1001
1017,yheG,BSU09730,1,1002
1018,yheF,BSU09740,1,1003
1019,sspB,BSU09750,1,1004
1020,yheE,BSU09760,1,1005
1021,yheD,BSU09770,1,1006
1022,yheC,BSU09780,1,1007
1023,yheB,BSU09790,0,1008
1024,yheA,BSU09800,0,1009
1025,yhaZ,BSU09810,1,1010
1026,yhaX,BSU09830,0,1011
1027,hemZ,BSU09840,0,1012
1028,yhaU,BSU09850,1,1013
1029,khtT,BSU09860,1,1014
1030,khtS,BSU09870,1,1015
1031,yhaR,BSU09880,0,1016
1032,yhzD,BSU09889,1,1017
1033,natA,BSU09890,0,1018
1034,natB,BSU09900,0,1019
1035,yhaO,BSU09910,0,1020
1036,yhaN,BSU09920,0,1021
1037,yhaM,BSU09930,0,1022
1038,yhaL,BSU09940,0,1023
1039,prsA,BSU09950,1,1024
1040,yhzE,BSU09958,0,1025
1041,yhaJ,BSU09965,1,1026
1042,yhaI,BSU09980,0,1027
1043,scoC,BSU09990,1,1028
1044,yhaH,BSU10000,1,1029
1045,yhzF,BSU10009,0,1030
1046,trpP,BSU10010,1,1031
1047,serC,BSU10020,1,1032
1048,hinT,BSU10030,1,1033
1049,ecsA,BSU10040,0,1034
1050,ecsB,BSU10050,0,1035
1051,ecsC,BSU10060,0,1036
1052,yhaA,BSU10070,1,1037
1053,yhfA,BSU10080,1,1038
1054,yhgB,BSU10090,1,1039
1055,yhgC,BSU10100,1,1040
1056,pbpF,BSU10110,0,1041
1057,hemE,BSU10120,0,1042
1058,hemH,BSU10130,0,1043
1059,hemY,BSU10140,0,1044
1060,yhgD,BSU10150,0,1045
1061,yhgE,BSU10160,0,1046
1062,fabHB,BSU10170,1,1047
1063,yhfC,BSU10180,0,1048
1064,yhfE,BSU10200,0,1049
1065,yhfF,BSU10210,0,1050
1066,gltT,BSU10220,1,1051
1067,yhfH,BSU10230,1,1052
1068,yhfI,BSU10240,0,1053
1069,yhfJ,BSU10250,0,1054
1070,yhfK,BSU10260,0,1055
1071,lcfB,BSU10270,0,1056
1072,yhfM,BSU10280,1,1057
1073,yhfN,BSU10290,0,1058
1074,aprE,BSU10300,1,1059
1075,yhfO,BSU10310,0,1060
1076,yhfP,BSU10320,0,1061
1077,yhfQ,BSU10330,0,1062
1078,phoE,BSU10340,1,1063
1079,yhfS,BSU10350,1,1064
1080,yhfT,BSU10360,1,1065
1081,bioY,BSU10370,1,1066
1082,hemAT,BSU10380,1,1067
1083,yhfW,BSU10390,1,1068
1084,yhxC,BSU10400,0,1069
1085,yhzC,BSU10410,1,1070
1086,comK,BSU10420,0,1071
1087,yhxD,BSU10430,1,1072
1088,yhjA,BSU10440,0,1073
1089,yhjB,BSU10450,1,1074
1090,yhjC,BSU10460,1,1075
1091,yhjD,BSU10470,1,1076
1092,yhjE,BSU10480,0,1077
1093,sipV,BSU10490,0,1078
1094,yhjG,BSU10500,0,1079
1095,yhjH,BSU10510,0,1080
1096,glcP,BSU10520,1,1081
1097,ntdC,BSU10530,1,1082
1098,ntdB,BSU10540,1,1083
1099,ntdA,BSU10550,1,1084
1100,yhjM,BSU10560,0,1085
1101,yhjN,BSU10570,1,1086
1102,yhjO,BSU10580,1,1087
1103,yhjP,BSU10590,0,1088
1104,yhjQ,BSU10600,1,1089
1105,yhjR,BSU10610,1,1090
1106,addB,BSU10620,0,1091
1107,addA,BSU10630,0,1092
1108,sbcD,BSU10640,0,1093
1109,sbcC,BSU10650,0,1094
1110,yisB,BSU10660,0,1095
1111,gerPF,BSU10670,1,1096
1112,gerPE,BSU10680,1,1097
1113,gerPD,BSU10690,1,1098
1114,gerPC,BSU10700,1,1099
1115,gerPB,BSU10710,1,1100
1116,gerPA,BSU10720,1,1101
1117,yisI,BSU10730,1,1102
1118,yisJ,BSU10740,1,1103
1119,yisK,BSU10750,0,1104
1120,yisL,BSU10760,0,1105
1121,wprA,BSU10770,0,1106
1122,yisN,BSU10780,1,1107
1123,asnO,BSU10790,0,1108
1124,yizA,BSU10800,1,1109
1125,yisP,BSU10810,0,1110
1126,yisQ,BSU10820,1,1111
1127,yisR,BSU10830,0,1112
1128,degA,BSU10840,0,1113
1129,yisS,BSU10850,0,1114
1130,yisT,BSU10860,1,1115
1131,yisU,BSU10870,1,1116
1132,yisV,BSU10880,0,1117
1133,yisX,BSU10890,1,1118
1134,yisY,BSU10900,0,1119
1135,yisZ,BSU10910,1,1120
1136,yitA,BSU10920,1,1121
1137,yitB,BSU10930,1,1122
1138,yitC,BSU10940,0,1123
1139,yitD,BSU10950,0,1124
1140,yitE,BSU10960,1,1125
1141,yitF,BSU10970,1,1126
1142,yitG,BSU10980,1,1127
1143,yitH,BSU10990,1,1128
1144,yitI,BSU11000,1,1129
1145,yitJ,BSU11010,1,1130
1146,,BSU_misc_RNA_12,1,4233
1147,yitK,BSU11020,1,1131
1148,yitL,BSU11030,0,1132
1149,yitM,BSU11040,1,1133
1150,yitO,BSU11055,1,1134
1151,yitP,BSU11070,1,1135
1152,yizB,BSU11079,0,1136
1153,yitQ,BSU11080,0,1137
1154,yitR,BSU11090,0,1138
1155,nprB,BSU11100,0,1139
1156,yitS,BSU11110,1,1140
1157,yitT,BSU11120,0,1141
1158,ipi,BSU11130,0,1142
1159,yizC,BSU11139,1,1143
1160,yitU,BSU11140,1,1144
1161,yitV,BSU11150,0,1145
1162,yitW,BSU11160,0,1146
1163,yitY,BSU11170,0,1147
1164,yitZ,BSU11180,0,1148
1165,argC,BSU11190,0,1149
1166,argJ,BSU11200,0,1150
1167,argB,BSU11210,0,1151
1168,argD,BSU11220,0,1152
1169,carA,BSU11230,0,1153
1170,carB,BSU11240,0,1154
1171,argF,BSU11250,0,1155
1172,yjzC,BSU11260,0,1156
1173,yjzD,BSU11270,1,1157
1174,yjaU,BSU11280,0,1158
1175,yjaV,BSU11290,0,1159
1176,med,BSU11300,0,1160
1177,comZ,BSU11310,0,1161
1178,yjzB,BSU11320,1,1162
1179,fabHA,BSU11330,0,1163
1180,fabF,BSU11340,0,1164
1181,yjaZ,BSU11350,0,1165
1182,appD,BSU11360,0,1166
1183,appF,BSU11370,0,1167
1184,appA,BSU11381,0,1168
1185,appA,BSU11382,0,1169
1186,appB,BSU11390,0,1170
1187,appC,BSU11400,0,1171
1188,yjbA,BSU11410,0,1172
1189,trpS,BSU11420,1,1173
1190,,BSU_misc_RNA_13,1,4234
1191,oppA,BSU11430,0,1174
1192,oppB,BSU11440,0,1175
1193,oppC,BSU11450,0,1176
1194,oppD,BSU11460,0,1177
1195,oppF,BSU11470,0,1178
1196,yjbB,BSU11480,0,1179
1197,yjbC,BSU11490,0,1180
1198,spxA,BSU11500,0,1181
1199,yjbE,BSU11510,1,1182
1200,mecA,BSU11520,0,1183
1201,coiA,BSU11530,0,1184
1202,pepF,BSU11540,0,1185
1203,yizD,BSU11549,1,1186
1204,yjbH,BSU11550,1,1187
1205,yjbI,BSU11560,1,1188
1206,yjbJ,BSU11570,1,1189
1207,yjbK,BSU11580,1,1190
1208,yjbL,BSU11590,0,1191
1209,yjbM,BSU11600,0,1192
1210,ppnKA,BSU11610,0,1193
1211,yjbO,BSU11620,0,1194
1212,prpE,BSU11630,1,1195
1213,yjbQ,BSU11640,0,1196
1214,,BSU_misc_RNA_14,0,4235
1215,tenA,BSU11650,0,1197
1216,tenI,BSU11660,0,1198
1217,thiO,BSU11670,0,1199
1218,thiS,BSU11680,0,1200
1219,thiG,BSU11690,0,1201
1220,thiF,BSU11700,0,1202
1221,thiD,BSU11710,0,1203
1222,fabI,BSU11720,0,1204
1223,cotO,BSU11730,0,1205
1224,cotZ,BSU11740,1,1206
1225,cotY,BSU11750,1,1207
1226,cotX,BSU11760,1,1208
1227,cotW,BSU11770,1,1209
1228,cotV,BSU11780,1,1210
1229,yjcA,BSU11790,0,1211
1230,yjzK,BSU11799,0,1212
1231,yjcZ,BSU11809,0,1213
1232,spoVIF,BSU11810,0,1214
1233,yjcD,BSU11820,1,1215
1234,yjzE,BSU11839,0,1216
1235,yjcF,BSU11840,1,1217
1236,yjcG,BSU11850,1,1218
1237,yjcH,BSU11860,1,1219
1238,,BSU_misc_RNA_15,0,4236
1239,metI,BSU11870,0,1220
1240,metC,BSU11880,0,1221
1241,yjcK,BSU11890,1,1222
1242,yjcL,BSU11900,1,1223
1243,trnSL-Val2,BSU_tRNA_83,0,4290
1244,yjcM,BSU11910,1,1224
1245,yjcN,BSU11920,0,1225
1246,yjzF,BSU11928,0,1226
1247,yjzG,BSU11929,0,1227
1248,yjcO,BSU11930,0,1228
1249,yjcP,BSU11940,0,1229
1250,yjcQ,BSU11950,0,1230
1251,yjcR,BSU11960,0,1231
1252,yjcS,BSU11970,0,1232
1253,yjdA,BSU11980,0,1233
1254,yjdB,BSU11990,1,1234
1255,manR,BSU12000,0,1235
1256,manP,BSU12010,0,1236
1257,manA,BSU12020,0,1237
1258,yjdF,BSU12030,0,1238
1259,yjdG,BSU12040,1,1239
1260,yjdH,BSU12050,1,1240
1261,yjdI,BSU12060,0,1241
1262,yjzH,BSU12069,1,1242
1263,yjdJ,BSU12070,1,1243
1264,ctaO,BSU12080,1,1244
1265,cotT,BSU12090,1,1245
1266,yjeA,BSU12100,0,1246
1267,yjfA,BSU12110,1,1247
1268,yjfB,BSU12120,1,1248
1269,yjfC,BSU12130,0,1249
1270,yjgA,BSU12140,1,1250
1271,yjgB,BSU12150,1,1251
1272,yjgC,BSU12160,0,1252
1273,yjgD,BSU12170,0,1253
1274,yjhA,BSU12180,0,1254
1275,yjhB,BSU12190,0,1255
1276,yjiA,BSU12200,1,1256
1277,yjiB,BSU12210,0,1257
1278,yjiC,BSU12220,0,1258
1279,yjzI,BSU12229,1,1259
1280,yjjA,BSU12230,0,1260
1281,yjkA,BSU12240,1,1261
1282,yjkB,BSU12250,1,1262
1283,yjlA,BSU12260,1,1263
1284,yjlB,BSU12270,0,1264
1285,rex,BSU12280,0,1265
1286,ndh,BSU12290,0,1266
1287,uxaC,BSU12300,0,1267
1288,exuM,BSU12310,0,1268
1289,yjmC,BSU12320,0,1269
1290,yjmD,BSU12330,0,1270
1291,uxuA,BSU12340,0,1271
1292,uxuB,BSU12350,0,1272
1293,exuT,BSU12360,0,1273
1294,exuR,BSU12370,0,1274
1295,uxaB,BSU12380,0,1275
1296,uxaA,BSU12390,0,1276
1297,yjnA,BSU12400,1,1277
1298,yjoA,BSU12410,1,1278
1299,yjoB,BSU12420,0,1279
1300,rapA,BSU12430,0,1280
1301,phrA,BSU12440,0,1281
1302,yjpA,BSU12450,1,1282
1303,xlyB,BSU12460,0,1283
1304,yjqA,BSU12470,1,1284
1305,yjqB,BSU12480,0,1285
1306,yjqC,BSU12490,0,1286
1307,xkdA,BSU12500,1,1287
1308,xre,BSU12510,1,1288
1309,yjzJ,BSU12519,0,1289
1310,xkdB,BSU12520,0,1290
1311,xkdC,BSU12530,0,1291
1312,ykzK,BSU12539,0,1292
1313,xkdD,BSU12540,0,1293
1314,xtrA,BSU12550,0,1294
1315,xpf,BSU12560,0,1295
1316,xtmA,BSU12570,0,1296
1317,xtmB,BSU12580,0,1297
1318,xkdE,BSU12590,0,1298
1319,xkdF,BSU12600,0,1299
1320,xkdG,BSU12610,0,1300
1321,ykzL,BSU12619,0,1301
1322,xkdH,BSU12620,0,1302
1323,xkdI,BSU12630,0,1303
1324,xkdJ,BSU12640,0,1304
1325,ykzM,BSU12649,0,1305
1326,xkdK,BSU12650,0,1306
1327,xkdM,BSU12660,0,1307
1328,xkdN,BSU12671,0,1308
1329,xkzB,BSU12672,0,1309
1330,xkdO,BSU12680,0,1310
1331,xkdP,BSU12690,0,1311
1332,xkdQ,BSU12700,0,1312
1333,xkdR,BSU12710,0,1313
1334,xkdS,BSU12720,0,1314
1335,xkdT,BSU12730,0,1315
1336,xkdU,BSU12740,0,1316
1337,xkzA,BSU12749,0,1317
1338,xkdV,BSU12750,0,1318
1339,xkdW,BSU12760,0,1319
1340,xkdX,BSU12770,0,1320
1341,xepA,BSU12780,0,1321
1342,xhlA,BSU12790,0,1322
1343,xhlB,BSU12800,0,1323
1344,xlyA,BSU12810,0,1324
1345,spoIISB,BSU12820,1,1325
1346,spoIISA,BSU12830,1,1326
1347,pit,BSU12840,1,1327
1348,ykaA,BSU12850,1,1328
1349,ykbA,BSU12860,1,1329
1350,mhqA,BSU12870,0,1330
1351,ykcB,BSU12880,0,1331
1352,ykcC,BSU12890,0,1332
1353,htrA,BSU12900,1,1333
1354,proG,BSU12910,0,1334
1355,dppA,BSU12920,0,1335
1356,dppB,BSU12930,0,1336
1357,dppC,BSU12940,0,1337
1358,dppD,BSU12950,0,1338
1359,dppE,BSU12960,0,1339
1360,ykfA,BSU12970,0,1340
1361,ykfB,BSU12980,0,1341
1362,ykfC,BSU12990,0,1342
1363,ykfD,BSU13000,0,1343
1364,ykgB,BSU13010,1,1344
1365,ykgA,BSU13020,1,1345
1366,ykhA,BSU13030,0,1346
1367,hmp,BSU13040,0,1347
1368,ykzH,BSU13050,1,1348
1369,ykjA,BSU13060,0,1349
1370,ykkA,BSU13070,0,1350
1371,ykkB,BSU13080,0,1351
1372,,BSU_misc_RNA_16,0,4237
1373,ykkC,BSU13090,0,1352
1374,ykkD,BSU13100,0,1353
1375,purU,BSU13110,0,1354
1376,,BSU_misc_RNA_17,0,4238
1377,proB,BSU13120,0,1355
1378,proA,BSU13130,0,1356
1379,ohrA,BSU13140,0,1357
1380,ohrR,BSU13150,1,1358
1381,ohrB,BSU13160,0,1359
1382,ykzN,BSU13169,0,1360
1383,guaD,BSU13170,1,1361
1384,metE,BSU13180,1,1362
1385,,BSU_misc_RNA_18,1,4239
1386,ispA,BSU13190,1,1363
1387,rsbRB,BSU13200,0,1364
1388,thiX,BSU13210,1,1365
1389,thiW,BSU13220,1,1366
1390,thiV,BSU13230,1,1367
1391,thiU,BSU13240,1,1368
1392,,BSU_misc_RNA_19,1,4240
1393,ykoG,BSU13250,0,1369
1394,ykoH,BSU13260,0,1370
1395,ykoI,BSU13270,0,1371
1396,ykoJ,BSU13280,0,1372
1397,ykzD,BSU13290,0,1373
1398,ykzO,BSU13299,1,1374
1399,mgtE,BSU13300,0,1375
1400,tnrA,BSU13310,1,1376
1401,ykzB,BSU13320,0,1377
1402,ykoL,BSU13330,0,1378
1403,ykoM,BSU13340,0,1379
1404,ykoN,BSU13350,1,1380
1405,ykoP,BSU13360,0,1381
1406,ykoQ,BSU13370,1,1382
1407,ykoS,BSU13380,0,1383
1408,ykoT,BSU13390,0,1384
1409,ykoU,BSU13400,1,1385
1410,ykoV,BSU13410,1,1386
1411,ykoW,BSU13420,1,1387
1412,ykoX,BSU13430,0,1388
1413,ykoY,BSU13440,0,1389
1414,sigI,BSU13450,0,1390
1415,rsgI,BSU13460,0,1391
1416,sspD,BSU13470,1,1392
1417,ykrK,BSU13480,1,1393
1418,htpX,BSU13490,0,1394
1419,ktrD,BSU13500,0,1395
1420,ykzP,BSU13509,0,1396
1421,ykzE,BSU13510,0,1397
1422,ykrP,BSU13520,1,1398
1423,kinE,BSU13530,0,1399
1424,ogt,BSU13540,0,1400
1425,mtnA,BSU13550,1,1401
1426,mtnK,BSU13560,1,1402
1427,,BSU_misc_RNA_20,1,4242
1428,mtnU,BSU13570,1,1403
1429,mtnE,BSU13580,0,1404
1430,,BSU_misc_RNA_21,0,4243
1431,mtnW,BSU13590,0,1405
1432,mtnX,BSU13600,0,1406
1433,mtnB,BSU13610,0,1407
1434,mtnD,BSU13620,0,1408
1435,ykvA,BSU13630,1,1409
1436,spo0E,BSU13640,0,1410
1437,eag,BSU13650,0,1411
1438,kinD,BSU13660,1,1412
1439,mhqR,BSU13670,0,1413
1440,motB,BSU13680,1,1414
1441,motA,BSU13690,1,1415
1442,clpE,BSU13700,1,1416
1443,ykvI,BSU13710,0,1417
1444,queC,BSU13720,0,1418
1445,queD,BSU13730,0,1419
1446,queE,BSU13740,0,1420
1447,queF,BSU13750,0,1421
1448,ykvN,BSU13760,1,1422
1449,ykvO,BSU13770,0,1423
1450,ykvP,BSU13780,0,1424
1451,ykzQ,BSU13789,0,1425
1452,ykvQ,BSU13790,0,1426
1453,ykzR,BSU13799,0,1427
1454,ykvR,BSU13800,0,1428
1455,ykvS,BSU13810,1,1429
1456,ykzS,BSU13819,0,1430
1457,ykvT,BSU13820,0,1431
1458,ykvU,BSU13830,0,1432
1459,stoA,BSU13840,0,1433
1460,zosA,BSU13850,0,1434
1461,ykvY,BSU13860,0,1435
1462,ykvZ,BSU13870,0,1436
1463,glcT,BSU13880,0,1437
1464,ptsG,BSU13890,0,1438
1465,ptsH,BSU13900,0,1439
1466,ptsI,BSU13910,0,1440
1467,splA,BSU13920,0,1441
1468,splB,BSU13930,0,1442
1469,ykwB,BSU13940,1,1443
1470,mcpC,BSU13950,0,1444
1471,ykwC,BSU13960,0,1445
1472,ykwD,BSU13970,1,1446
1473,pbpH,BSU13980,0,1447
1474,kinA,BSU13990,0,1448
1475,patA,BSU14000,1,1449
1476,ykzT,BSU14009,1,1450
1477,cheV,BSU14010,0,1451
1478,ykyB,BSU14020,1,1452
1479,ykuC,BSU14030,1,1453
1480,ykuD,BSU14040,1,1454
1481,ykuE,BSU14050,1,1455
1482,fadH,BSU14060,0,1456
1483,fadG,BSU14071,0,1457
1484,ykzU,BSU14072,0,1458
1485,ykuH,BSU14080,0,1459
1486,ykuI,BSU14090,0,1460
1487,ykuJ,BSU14100,0,1461
1488,ykuK,BSU14110,0,1462
1489,ykzF,BSU14120,0,1463
1490,ykuL,BSU14130,0,1464
1491,ccpC,BSU14140,0,1465
1492,ykuN,BSU14150,0,1466
1493,ykuO,BSU14160,0,1467
1494,ykuP,BSU14170,0,1468
1495,dapH,BSU14180,0,1469
1496,dapL,BSU14190,0,1470
1497,ykuS,BSU14200,0,1471
1498,ykuT,BSU14210,1,1472
1499,ykuU,BSU14220,0,1473
1500,ykuV,BSU14230,0,1474
1501,rok,BSU14240,0,1475
1502,yknT,BSU14250,1,1476
1503,mobA,BSU14260,0,1477
1504,moeB,BSU14270,0,1478
1505,moeA,BSU14280,0,1479
1506,mobB,BSU14290,0,1480
1507,moaE,BSU14300,0,1481
1508,moaD,BSU14310,0,1482
1509,yknU,BSU14320,0,1483
1510,yknV,BSU14330,0,1484
1511,yknW,BSU14340,0,1485
1512,yknX,BSU14350,0,1486
1513,yknY,BSU14360,0,1487
1514,yknZ,BSU14370,0,1488
1515,fruR,BSU14380,0,1489
1516,fruK,BSU14390,0,1490
1517,fruA,BSU14400,0,1491
1518,sipT,BSU14410,0,1492
1519,ykoA,BSU14420,1,1493
1520,ykpA,BSU14430,0,1494
1521,panE,BSU14440,0,1495
1522,ampS,BSU14450,1,1496
1523,ykpC,BSU14460,1,1497
1524,mreBH,BSU14470,1,1498
1525,abh,BSU14480,0,1499
1526,kinC,BSU14490,0,1500
1527,ykqA,BSU14500,0,1501
1528,ktrC,BSU14510,0,1502
1529,adeC,BSU14520,0,1503
1530,rnjA,BSU14530,1,1504
1531,ykzG,BSU14540,1,1505
1532,ykrA,BSU14550,0,1506
1533,defB,BSU14560,1,1507
1534,ykzV,BSU14569,1,1508
1535,ykyA,BSU14570,0,1509
1536,pdhA,BSU14580,0,1510
1537,pdhB,BSU14590,0,1511
1538,pdhC,BSU14600,0,1512
1539,pdhD,BSU14610,0,1513
1540,slp,BSU14620,1,1514
1541,ykzW,BSU14629,0,1515
1542,speA,BSU14630,1,1516
1543,yktA,BSU14640,0,1517
1544,yktB,BSU14650,1,1518
1545,ykzI,BSU14660,0,1519
1546,suhB,BSU14670,0,1520
1547,ykzC,BSU14680,0,1521
1548,yktD,BSU14690,1,1522
1549,nprE,BSU14700,1,1523
1550,ylaA,BSU14710,0,1524
1551,ylaB,BSU14720,0,1525
1552,ylaC,BSU14730,0,1526
1553,ylaD,BSU14740,0,1527
1554,ylaE,BSU14750,1,1528
1555,ylaF,BSU14760,1,1529
1556,bipA,BSU14770,0,1530
1557,ylaH,BSU14780,0,1531
1558,ylaI,BSU14790,1,1532
1559,ylaJ,BSU14800,1,1533
1560,ylaK,BSU14810,0,1534
1561,ylaL,BSU14820,1,1535
1562,glsB,BSU14830,0,1536
1563,ylaN,BSU14840,0,1537
1564,ftsW,BSU14850,0,1538
1565,pycA,BSU14860,0,1539
1566,ctaA,BSU14870,1,1540
1567,ctaB,BSU14880,0,1541
1568,ctaC,BSU14890,0,1542
1569,ctaD,BSU14900,0,1543
1570,ctaE,BSU14910,0,1544
1571,ctaF,BSU14920,0,1545
1572,ctaG,BSU14930,0,1546
1573,ylbA,BSU14940,1,1547
1574,ylbB,BSU14950,0,1548
1575,ylbC,BSU14960,0,1549
1576,ylbD,BSU14970,0,1550
1577,ylbE,BSU14980,0,1551
1578,ylbF,BSU14990,0,1552
1579,ylbG,BSU15000,0,1553
1580,,BSU_misc_RNA_23,0,4244
1581,ylbH,BSU15010,0,1554
1582,coaD,BSU15020,0,1555
1583,ylbJ,BSU15030,1,1556
1584,ylbK,BSU15040,0,1557
1585,ylbL,BSU15050,0,1558
1586,ylbM,BSU15060,1,1559
1587,ylzH,BSU15069,1,1560
1588,ylbN,BSU15070,0,1561
1589,rpmF,BSU15080,0,1562
1590,ylbO,BSU15090,0,1563
1591,ylbP,BSU15100,1,1564
1592,ylbQ,BSU15110,0,1565
1593,yllA,BSU15120,0,1566
1594,mraZ,BSU15130,0,1567
1595,mraW,BSU15140,0,1568
1596,ftsL,BSU15150,0,1569
1597,pbpB,BSU15160,0,1570
1598,spoVD,BSU15170,0,1571
1599,murE,BSU15180,0,1572
1600,mraY,BSU15190,0,1573
1601,murD,BSU15200,0,1574
1602,spoVE,BSU15210,0,1575
